Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"88007-1","Powered Up","",2019,"Colour & Distance Sensor",,1,12.99,13.99,17.99,13.99,,673419309073,,,,,"",0,0,0,,0,0,,,,,,,,,15.8700,9.2900,"",""
"43206-1","Disney","Cinderella",2022,"Cinderella and Prince Charming's Castle",3,365,74.99,89.99,119.99,84.99,5702017154336,,37.8,35.4,7.1,,"",0,0,0,,0,0,,,,,,,,,61.1000,,"01/06/2022","31/12/2024"
"41696-1","Friends","Farm",2022,"Pony-Washing Stable",2,60,8.99,9.99,13.99,9.99,5702017152707,,15.7,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,9.1000,,"01/06/2022","31/12/2023"
"854191-1","Gear","Key Chains/Disney",2022,"Winnie the Pooh Key Chain",,,4.99,5.99,7.99,5.99,,673419362054,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854077-1","Gear","Key Chains/Marvel Super Heroes",2021,"Spider-Ham Key Chain",,,4.99,5.99,7.99,5.99,,673419346610,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854116-1","Gear","Key Chains/Harry Potter",2021,"Ron Keyring",,,4.99,5.99,7.99,5.99,,673419342735,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5001385-1","Gear","Storage",2012," 4-stud Red Storage Brick",,,,24.99,27.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"41723-1","Friends","Beach",2023,"Donut Shop",2,63,8.99,9.99,13.99,9.99,,,19.1,14.1,4.6,,"",0,0,0,,0,0,,,,,,,,,8.2100,,"01/01/2023","31/12/2023"
"10955-1","Duplo","",2021,"Animal Train",,15,17.99,19.99,24.99,19.99,5702016911121,673419338097,,,,,"",0,0,0,,0,0,,,,,,,,,18.5400,,"",""
"10791-1","Marvel Super Heroes","Spidey and his Amazing Friends",2023,"Team Spidey's Mobile Headquarters",,187,44.99,49.99,64.99,49.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10789-1","Marvel Super Heroes","Spidey and his Amazing Friends",2023,"Spider-Man's Car and Doc Ock",,48,8.99,9.99,13.99,9.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10790-1","Marvel Super Heroes","Spidey and his Amazing Friends",2023,"Team Spidey at Green Goblin's Lighthouse",,149,29.99,34.99,44.99,34.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"41957-1","Dots","Patches",2022,"Adhesive Patches Mega Pack",,486,24.99,34.99,44.99,29.99,5702017155364,,23,22.5,5,,"",0,0,0,,0,0,,,,,,,,,23.0200,,"01/06/2022","31/12/2023"
"10954-1","Duplo","",2021,"Number Train - Learn To Count",2,23,17.99,19.99,24.99,19.99,5702016911114,673419338233,35.4,19.1,9.1,,"",0,0,0,,0,0,,,,,,,,,13.7400,,"01/06/2021","31/12/2025"
"854040-1","Gear","Key Chains/Seasonal",2020,"Happy Santa Key Chain",,,3.99,5.99,6.99,4.99,,673419330657,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10913-1","Duplo","",2020,"Brick Box",2,65,24.99,29.99,39.99,29.99,5702016617740,673419318815,37,18,18,1.01,"",0,0,0,,0,0,,,,,,,,,20.7400,,"01/01/2020","31/12/2025"
"2000430-1","Serious Play","",2013,"Identity and Landscape Kit",6,2631,614.99,789.99,789.99,699.99,5702015011969,,,,,,"",0,0,0,,0,0,,,,,,,,,724.4400,,"",""
"41738-1","Friends","Dog Rescue",2023,"Dog Rescue Bike",2,125,8.99,9.99,13.99,9.99,,,19.1,14.1,4.6,,"",0,0,0,,0,0,,,,,,,,,8.4800,,"01/01/2023","31/12/2024"
"41715-1","Friends","Traffic",2022,"Ice Cream Truck",2,84,17.99,19.99,24.99,19.99,5702017154145,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,16.1400,,"01/06/2022","31/12/2023"
"5006339-1","Gear","Video Games/Nintendo Switch",2022,"LEGO Star Wars: The Skywalker Saga Deluxe Edition - Nintendo Switch",,,59.99,59.99,59.99,69.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005529-1","Gear","Storage",2020,"Storage Head Small (Boy)",,,,16.99,19.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854041-1","Gear","Key Chains/Seasonal",2020,"Happy Helper Elf Key Chain",,,3.99,5.99,6.99,4.99,,673419330664,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"41740-1","Friends","Bedrooms",2023,"Aliya's Room",2,209,17.99,19.99,24.99,19.99,,,20.5,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2023","31/12/2024"
"5006161-1","Gear","Storage",2020,"Storage Head Small (Silly)",,,12.99,16.99,18.99,14.99,5711938030858,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853951-1","Gear","Key Chains/DC Comics Super Heroes",2019,"Batman Key Chain",,,4.99,5.99,7.99,5.99,,673419305938,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854083-1","Gear","Key Chains/Brick",2021,"2x4 Green Metallic Keyring",,,4.99,5.99,7.99,5.99,,673419346634,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005893-1","Gear","Housewares",2020,"White Black and Gray Wall Hanger Set",,,,11.99,14.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5001383-1","Gear","Storage",2012,"4-stud Blue Storage Brick",,,,24.99,27.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10909-1","Duplo","",2020,"Heart Box",,80,17.99,19.99,24.99,19.99,5702016617733,673419318808,28.2,26.2,11.8,0.94,"",0,0,0,,0,0,,,,,,,,,17.5700,,"",""
"11020-1","Classic","Miscellaneous",2022,"Build Together",,1601,89.99,99.99,129.99,99.99,5702017152356,,58.5,34,10.8,,"",0,0,0,,0,0,,,,,,,,,,,"01/06/2022","31/12/2024"
"41739-1","Friends","Bedrooms",2023,"Liann's Room",2,204,17.99,19.99,24.99,19.99,,,20.5,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,16.0900,,"01/01/2023","31/12/2024"
"10938-1","Duplo","Jurassic World",2022,"Dinosaur Nursery",1,27,17.99,19.99,24.99,19.99,5702016911411,,26.2,19.1,7.2,0.367,"",0,0,0,,0,0,,,,,,,,,15.0700,,"17/04/2022","31/12/2024"
"853904-1","Gear","Key Chains/Miscellaneous",2019,"Cactus Boy Key Chain",,,4.99,5.99,7.99,5.99,,673419305983,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"41731-1","Friends","Heartlake City",2023,"Heartlake International School",6,985,89.99,99.99,139.99,99.99,,,48,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,78.1600,,"01/01/2023","31/12/2024"
"88015-1","Powered Up","",2021,"Battery Box",,1,29.99,34.99,44.99,34.99,,673419349154,,,,,"",0,0,0,,0,0,,,,,,,,,31.2800,30.4700,"",""
"853950-1","Gear","Key Chains/Marvel Super Heroes",2019,"Spider Man Key Chain",,,4.99,5.99,7.99,5.99,,673419305921,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854111-1","Gear","Key Chains/Disney",2021,"Donald Duck Key Chain",,,4.99,5.99,7.99,5.99,,673419343473,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854006-1","Gear","Key Chains/Marvel Super Heroes",2020,"Venom Key Chain",,,4.99,5.99,7.99,5.99,,673419330701,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"60361-1","City","Stuntz",2023,"Ultimate Stunt Riders Challenge",,385,79.99,99.99,129.99,89.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005587-1","Gear","Bags",2018,"Minifigure Beach Tote",,,,24.99,24.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10975-1","Duplo","",2022,"Wild Animals of the World",,143,114.99,129.99,169.99,129.99,5702017153728,,58.2,48,12.4,,"",0,0,0,,0,0,,,,,,,,,113.0000,,"01/06/2022","31/12/2025"
"41754-1","Friends","Bedrooms",2023,"Leo's Room",2,203,17.99,19.99,24.99,19.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,16.7300,,"",""
"41960-1","Dots","Accessories",2022,"Big Box",,479,19.99,34.99,44.99,24.99,5702017155982,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,19.1800,,"01/06/2022","31/12/2023"
"41947-1","Dots","Disney",2022,"Mickey and Friends Bracelets Mega Pack",,349,24.99,34.99,44.99,29.99,5702017155708,,23,22.5,5,,"",0,0,0,,0,0,,,,,,,,,28.1600,,"01/08/2022","31/12/2023"
"41959-1","Dots","Accessories",2022,"Cute Panda Tray",,517,17.99,19.99,24.99,19.99,5702017155975,,28,22.5,5,,"",0,0,0,,0,0,,,,,,,,,17.5900,,"01/06/2022","31/12/2023"
"41722-1","Friends","Horseback Riding",2022,"Horse Show Trailer",3,989,89.99,99.99,129.99,99.99,5702017188331,,48,37.8,7.1,,"",0,0,0,,0,0,,,,,,,,,108.7700,,"01/06/2022","31/12/2023"
"41964-1","Dots","Disney",2022,"Mickey Mouse & Minnie Mouse Back-to-School Project Box",,669,39.99,44.99,59.99,39.99,5702017156361,,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/08/2022","31/12/2023"
"854194-1","Gear","Key Chains/Sesame Street",2022,"Big Bird Key Chain",,,4.99,5.99,7.99,5.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71788-1","Ninjago","Core",2023,"Lloyd's Ninja Street Bike",2,64,8.99,9.99,13.99,9.99,,,15.7,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,9.9400,,"01/01/2023","31/12/2024"
"21339-1","Ideas","Licensed",2023,"BTS Dynamite",,749,89.99,99.99,129.99,99.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10971-1","Duplo","",2022,"Wild Animals of Africa",,10,8.99,9.99,13.99,9.99,5702017153674,,19.1,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,10.3300,,"01/06/2022","31/12/2024"
"41727-1","Friends","Dog Rescue",2023,"Dog Rescue Center",3,617,54.99,59.99,74.99,59.99,,,48,28.2,7.4,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2023","31/12/2024"
"854153-1","Gear","Key Chains/Marvel Super Heroes",2022,"Miles Morales Key Chain",,,4.99,5.99,7.99,5.99,,673419361187,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"43204-1","Disney","Frozen",2022,"Anna and Olaf's Castle Fun",2,108,29.99,29.99,39.99,34.99,5702017154312,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,27.5200,,"01/06/2022","31/12/2023"
"854064-1","Gear","Key Chains/Marvel Super Heroes",2020,"Captain Marvel Keyring",,,4.99,5.99,7.99,5.99,,673419330718,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2000431-1","Serious Play","",2013,"Connections Kit",,2455,489.99,754.99,754.99,559.99,673419206556,673419206553,,,,,"",0,0,0,,0,0,,,,,,,,,562.7600,,"",""
"853970-1","Gear","Key Chains/Disney",2019,"Frozen 2 Olaf Keyring",,,3.99,5.99,7.99,4.99,,673419313186,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10972-1","Duplo","",2022,"Wild Animals of the Ocean",,32,17.99,19.99,24.99,19.99,5702017153698,,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,17.3600,,"01/06/2022","31/12/2023"
"854198-1","Gear","Key Chains/Harry Potter",2022,"Dumbledore Key Chain",,,4.99,5.99,7.99,5.99,,673419364942,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006622-1","Gear","Plush",2021,"The Child Plush",,,,19.99,22.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10966-1","Duplo","",2022,"Bath Time Fun: Floating Animal Island",,20,39.99,44.99,49.99,44.99,5702017153605,,38.2,26.2,9.4,,"",0,0,0,,0,0,,,,,,,,,31.6400,,"01/01/2022","31/12/2024"
"854084-1","Gear","Key Chains/Brick",2021,"2x4 White Metallic Key Chain",,,4.99,5.99,7.99,5.99,,673419346801,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854082-1","Gear","Key Chains/Minifigures",2021,"Lady Liberty Key Chain",,,4.99,5.99,7.99,5.99,,673419343466,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854195-1","Gear","Key Chains/Sesame Street",2022,"Ernie Key Chain",,,4.99,5.99,7.99,4.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10973-1","Duplo","",2022,"Wild Animals of South America",,71,44.99,54.99,69.99,49.99,5702017155906,,48,28.2,9.1,,"",0,0,0,,0,0,,,,,,,,,34.5000,,"01/06/2022","31/12/2024"
"5006215-1","Gear","Picture frames",2020,"LEGO Picture Frame",,,17.99,16.99,21.99,19.99,5711938033422,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854156-1","Gear","Key Chains/Looney Tunes",2022,"Tasmanian Devil Key Chain",,,4.99,5.99,7.99,5.99,,673419365468,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854112-1","Gear","Key Chains/Disney",2021,"Daisy Duck Key Chain",,,4.99,5.99,7.99,5.99,,673419343480,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"41743-1","Friends","Heartlake City",2023,"Hair Salon",3,401,39.99,39.99,49.99,44.99,,,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,30.8300,,"01/01/2023","31/12/2023"
"60357-1","City","Stuntz",2023,"Stunt Truck & Ring of Fire Challenge",,479,44.99,59.99,79.99,49.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"41741-1","Friends","Dog Rescue",2023,"Dog Rescue Van",2,300,24.99,29.99,39.99,29.99,,,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2023","31/12/2023"
"854155-1","Gear","Key Chains/Harry Potter",2022,"Voldemort Key Chain",,,4.99,5.99,7.99,5.99,,673419364928,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2000409-1","Serious Play","",2010,"Window Exploration Bag",,4900,314.99,484.99,484.99,359.99,5702014521285,,,,,,"",0,0,0,,0,0,,,,,,,,,435.2100,,"",""
"88006-1","Powered Up","",2019,"Boost Hub",,1,69.99,79.99,99.99,79.99,5702016398137,,,,,,"",0,0,0,,0,0,,,,,,,,,43.4100,29.0300,"",""
"10980-1","Duplo","",2022,"DUPLO Green Building Plate",,1,12.99,14.99,17.99,14.99,5702017194882,,,,,,"",0,0,0,,0,0,,,,,,,,,11.6500,,"",""
"10914-1","Duplo","",2020,"Deluxe Brick Box",2,85,44.99,49.99,69.99,49.99,5702016617757,673419318822,37,26.2,18,1.42,"",0,0,0,,0,0,,,,,,,,,43.7200,,"01/01/2020","31/12/2025"
"5006210-1","Gear","Storage",2020,"Storage Head Mini (Silly)",,,6.99,8.99,12.99,7.99,5711938033545,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5004894-1","Gear","Storage",2015,"Storage Brick Multi Pack",,,24.99,34.99,39.99,29.99,5711938025274,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"41962-1","Dots","Miscellaneous",2022,"Unicorn Creative Family Pack",,707,44.99,39.99,49.99,49.99,5702017188355,,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,41.8500,,"01/06/2022","31/07/2023"
"10948-1","Duplo","",2021,"Parking Garage and Car Wash",4,112,89.99,99.99,139.99,99.99,5702016911329,673419338134,58.2,48,12.4,,"",0,0,0,,0,0,,,,,,,,,90.3200,,"01/06/2021","31/12/2023"
"854078-1","Gear","Key Chains/Marvel Super Heroes",2021,"Thanos Key Chain",,,4.99,5.99,7.99,5.99,,673419342643,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854190-1","Gear","Key Chains/Looney Tunes",2022,"Sylvester Key Chain",,,4.99,5.99,7.99,5.99,,673419364935,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854199-1","Gear","Key Chains/Looney Tunes",2022,"Daffy Duck Key Chain",,,4.99,5.99,7.99,5.99,,673419365956,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"41726-1","Friends","Great Outdoors",2023,"Holiday Camping Trip",,87,19.99,19.99,24.99,24.99,,,20.5,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,17.4400,,"01/01/2023","31/12/2023"
"41802-1","Dots","Bracelets",2023,"Unicorns Forever Bracelet",,37,5.99,5.99,7.99,6.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,7.5300,,"",""
"853952-1","Gear","Key Chains/DC Comics Super Heroes",2019,"Superman Key Chain",,,4.99,5.99,7.99,5.99,,673419305945,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"41751-1","Friends","Sports",2023,"Skate Park",3,431,44.99,49.99,64.99,49.99,,,48,28.2,6.1,,"",0,0,0,,0,0,,,,,,,,,14.6400,,"01/01/2023","31/12/2023"
"5006186-1","Gear","Storage",2020,"Storage Head Small (Winking)",,,12.99,16.99,18.99,14.99,5711938030865,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854235-1","Gear","Key Chains/DC",2022,"Batman Keyring",,,4.99,5.99,7.99,5.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"88012-1","Powered Up","",2020,"Technic Hub",,1,69.99,89.99,119.99,79.99,,673419334334,,,,,"",0,0,0,,0,0,,,,,,,,,27.3000,13.2400,"",""
"10974-1","Duplo","",2022,"Wild Animals of Asia",,118,89.99,99.99,129.99,99.99,5702017153704,,48.5,38,11.2,,"",0,0,0,,0,0,,,,,,,,,87.9100,,"01/06/2022","31/12/2023"
"854154-1","Gear","Key Chains/Marvel Super Heroes",2022,"Carnage Key Chain",,,4.99,5.99,7.99,5.99,,673419361194,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006860-1","Gear","Lights",2021,"Grogu Key Light",,,11.99,13.99,13.99,12.99,4895028529727,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006230-1","Gear","Housewares",2020,"LEGO Wall Hanger Rack",,,15.99,9.99,14.99,17.99,5711938033033,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"43216-1","Disney","Disney Princess",2023,"Princess Enchanted Journey",3,320,59.99,64.99,84.99,64.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10979-1","Duplo","",2022,"Wild Animals of Europe",,85,54.99,69.99,89.99,59.99,5702017188768,,54,28.2,11.8,,"",0,0,0,,0,0,,,,,,,,,,,"01/06/2022","31/12/2024"
"5005527-1","Gear","Storage",2020,"Storage Head Large (Girl)",,,,34.99,37.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005522-1","Gear","Storage",2020,"Storage Head Small (Girl)",,,,16.99,19.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10960-1","Duplo","Disney Princess",2022,"Belle's Ballroom",4,23,17.99,19.99,24.99,19.99,5702017153117,,26.2,19.1,7.2,,"",0,0,0,,0,0,,,,,,,,,17.5600,,"01/01/2022","31/12/2023"
"5006211-1","Gear","Storage",2020,"Storage Head Mini (Winking)",,,6.99,8.99,12.99,7.99,5711938033552,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854200-1","Gear","Key Chains/Looney Tunes",2022,"Tweety Key Chain",,,4.99,5.99,7.99,5.99,,673419365963,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854159-1","Gear","Key Chains",2022,"2x4 Sand Green Key Chain",,,4.99,5.99,7.99,5.99,,673419361347,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005818-1","Gear","Miscellaneous",2019,"Boba Fett Bag Tag",,,6.99,5.99,7.99,7.99,4895028522209,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"41961-1","Dots","Miscellaneous",2022,"Designer Toolkit - Patterns",,1096,59.99,64.99,84.99,64.99,5702017156309,,48,28.2,6.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/06/2022","31/12/2023"
"854157-1","Gear","Key Chains/Minifigures",2022,"Lady Bug Girl Key Chain",,,4.99,5.99,7.99,5.99,,673419361507,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"11028-1","Classic","Creative Fun",2023,"Creative Pastel Fun",,333,17.99,19.99,24.99,19.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"60375-1","City","Fire",2023,"Fire Station and Fire Engine",3,153,29.99,39.99,49.99,34.99,5702017416359,,28.2,26.2,7.6,0.57,"",0,0,0,,0,0,,,,,,,,,34.5500,,"01/01/2023","31/12/2024"
"60370-1","City","Police",2023,"Police Station Chase",,172,29.99,39.99,49.99,34.99,5702017416304,,28.2,26.2,5.9,0.592,"",0,0,0,,0,0,,,,,,,,,36.2800,,"01/01/2023","31/12/2024"
"5006364-1","Gear","Lights",2020,"The Mandalorian Key Light",,,9.99,13.99,13.99,11.99,4895028529017,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5004898-1","Gear","Storage",2015,"1 stud Yellow Storage Brick",,,,11.99,13.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10962-1","Duplo","Lightyear",2022,"Buzz Lightyear's Planetary Mission",1,37,29.99,29.99,39.99,34.99,5702017153568,,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,25.7600,,"24/04/2022","31/12/2023"
"853968-1","Gear","Key Chains/Disney",2019,"Frozen 2 Elsa Keyring",,,4.99,5.99,7.99,5.99,,673419313162,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854081-1","Gear","Key Chains/Minifigures",2021,"Llama Girl Key Chain",,,4.99,5.99,7.99,5.99,,673419346627,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005398-1","Gear","Storage",2017,"8 stud Bright Red Storage Brick Drawer",,,,44.99,49.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10967-1","Duplo","",2022,"Police Motorcycle",1,5,8.99,9.99,13.99,9.99,5702017153636,,15.7,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,7.4600,,"01/03/2022","31/12/2025"
"854158-1","Gear","Key Chains/Minifigures",2022,"French Bull Dog Guy Key Chain",,,4.99,5.99,7.99,5.99,,673419361170,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5004893-1","Gear","Storage",2015,"4 stud Yellow Storage Brick",,,,24.99,27.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,37.1600,,"",""
"5006367-1","Gear","Bag Tags",2020,"The Mandalorian With The Child Bag Tag",,,6.99,6.99,6.99,7.99,4895028529482,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10956-1","Duplo","",2021,"Amusement Park",7,95,114.99,109.99,139.99,129.99,5702016911336,673419338141,58.2,37.8,11.8,,"",0,0,0,,0,0,,,,,,,,,84.8300,,"01/06/2021","31/12/2023"
"11030-1","Classic","Bricks",2023,"Lots of Bricks",,1000,54.99,59.99,79.99,59.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"41724-1","Friends","Houses",2023,"Paisley's House",3,185,39.99,39.99,49.99,44.99,,,28.2,26.2,5.9,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2023","31/12/2024"
"5005630-1","Gear","Storage",2019,"Storage Bag",,,,24.99,24.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"41801-1","Dots","Bracelets",2023,"My Pets Bracelet",,37,5.99,5.99,7.99,6.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,1.5100,,"",""
"41807-1","Dots","Bracelets",2023,"Bracelet Designer Mega Pack",,388,24.99,29.99,39.99,29.99,,,23,22.5,5,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2023","31/12/2024"
"5004268-1","Gear","Storage",2014,"LEGO 1 stud Blue Storage Brick",,,,11.99,13.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005399-1","Gear","Storage",2017,"8 stud Bright Blue Storage Brick Drawer",,,,44.99,49.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005705-1","Gear","Lights",2019,"Hot Dog Guy Key Light",,,9.99,12.99,14.99,12.99,4895028520731,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"43211-1","Disney","Sleeping Beauty",2023,"Aurora's Castle",,187,39.99,44.99,59.99,44.99,,,28.2,26.2,5.9,,"",0,0,0,,0,0,,,,,,,,,31.6900,,"01/01/2023","31/12/2024"
"5005425-1","Gear","Role-Play Toys",2017,"Iconic Yellow Hands",,,,12.99,15.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005875-1","Gear","Storage",2020,"Transparent Blue LEGO Rack System",,,,59.99,64.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006627-1","Gear","Plush",2020,"Shark Suit Guy Plush",,,,26.99,32.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10968-1","Duplo","",2022,"Doctor Visit",3,34,17.99,19.99,24.99,19.99,5702017153643,,26.2,19.1,11.8,,"",0,0,0,,0,0,,,,,,,,,16.0900,,"01/03/2022","31/12/2023"
"5006258-1","Gear","Storage",2020,"Storage Head Mini (Boy)",,,6.99,8.99,12.99,7.99,5711938033521,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"11027-1","Classic","Creative Fun",2023,"Creative Neon Fun",,333,17.99,19.99,24.99,19.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5004279-1","Gear","Storage",2015,"2 stud Red Storage Brick",,,,15.99,17.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10969-1","Duplo","",2022,"Fire Truck",1,21,24.99,29.99,39.99,29.99,5702017153650,,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,17.4800,,"01/08/2022","31/12/2025"
"5005706-1","Gear","Lights",2019,"Banana Guy Key Light",,,9.99,12.99,14.99,12.99,4895028520724,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5004280-1","Gear","Storage",2014,"LEGO 2 stud Blue Storage Brick",,,,15.99,17.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5004267-1","Gear","Storage",2014,"LEGO 1 stud Red Storage Brick",,,,11.99,13.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005403-1","Gear","Storage",2017,"4 stud Bright Blue Storage Brick Drawer",,,,29.99,32.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005891-1","Gear","Storage",2020," 8 Stud Blue Desk Drawer",,,,24.99,27.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"45400-1","Education","BricQ",2021,"BricQ Motion Prime",,562,144.99,133.95,194.99,159.99,5702016677607,,42.5,30.9,15.6,,"",0,0,0,,0,0,,,,,,,,,147.6100,,"01/01/2021","31/12/2024"
"45401-1","Education","BricQ",2021,"BricQ Motion Essential",,523,144.99,133.95,194.99,159.99,5702016677614,,42.5,30.9,15.6,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2021","31/12/2024"
